,Unnamed: 0,comment_id,video_id,author,comment_text,published_at,like_count
414,437,Ugza2k7zaroKhSbqMIZ4AaABAg,YZ4N8jH5R_M,@RofikPatrang,yg paling se rem tuh temen yg abis ngutang terus gak ada kabar,2025-11-06T04:33:35Z,6
415,438,UgwtRTknqoVTrFMy8RV4AaABAg,YZ4N8jH5R_M,@PredatorFins,wkwk,2025-11-06T04:33:19Z,1
416,439,UgzCSjyWNkpl6Avw3gl4AaABAg,YZ4N8jH5R_M,@solehachannel12,komen depan se moga nular akun kang dedi,2025-11-06T04:31:32Z,0
417,440,Ugyc1iNrjop59uqiK9F4AaABAg,YZ4N8jH5R_M,@HendriSetiawan-r6u,tonton se tia uda pras,2025-11-06T04:29:18Z,1
418,441,UgzG_PoY4bOqI40A2RN4AaABAg,YZ4N8jH5R_M,@ClipperPodcast-Wy,undang bang mamat dong uda,2025-11-06T04:28:45Z,1
419,442,UgwqZM8q1lRZD7K3L_R4AaABAg,YZ4N8jH5R_M,@ridwan_tricks,lucu tambah kocak pak jarwo bang praz,2025-11-06T04:28:11Z,22
420,443,UgwywhWGSYA0BYIbtDl4AaABAg,YZ4N8jH5R_M,@Andesrin,yg blm makan siang nonton dlu siapaa,2025-11-06T04:26:23Z,79
421,444,Ugwy2i8HjV184SYd7sR4AaABAg,YZ4N8jH5R_M,@BangJonny-p5o,tonton 100,2025-11-06T04:25:39Z,0
422,445,UgwC995nzkL_1krQufB4AaABAg,YZ4N8jH5R_M,@ZielAzriel-h7s,hadir ah bru 5 mnt,2025-11-06T04:25:37Z,0
423,446,Ugw8n_s3NiMC5S4_bZ54AaABAg,YZ4N8jH5R_M,@fazruulbikul18,lopyu anjani,2025-11-06T04:25:29Z,0
424,447,UgyHHyehfwYqs7dQ-KR4AaABAg,YZ4N8jH5R_M,@fitrohtulhurilain893,koder,2025-11-06T04:25:25Z,0
425,448,Ugw7icBqvKXqmz3KQPt4AaABAg,YZ4N8jH5R_M,@rychalxyz,sambil makan siang hehehe,2025-11-06T04:25:22Z,0
426,449,UgwpIuCaRe86A8IDByF4AaABAg,YZ4N8jH5R_M,@ElizabethElizabeth-h5c,marin parto skrg jarwo se hat2 deh pelawak2 jaga anak perempuan yg cakep2,2025-11-06T04:24:45Z,79
427,450,UgxPEsk_Qjye9qnbtcJ4AaABAg,YZ4N8jH5R_M,@Fadrohil,deddy129 se lalu asik,2025-11-06T04:24:44Z,0
428,451,UgxsPwTmRfXwmrRKwoF4AaABAg,YZ4N8jH5R_M,@iniFun88_CariAjaDiGOOGLE,nyata bukan cuma tonton yang kena roasting calon istri juga,2025-11-06T04:23:57Z,2
429,452,UgxX_shMBLw3y4Yyu8F4AaABAg,YZ4N8jH5R_M,@AngahSLaay19,yang 19 koment,2025-11-06T04:23:47Z,0
430,453,UgxUWaXhqj5EZxShQJV4AaABAg,YZ4N8jH5R_M,@btachannel2280,ke5,2025-11-06T04:23:10Z,0
431,454,UgzpomOu7aX0aTm5KxN4AaABAg,YZ4N8jH5R_M,@geu8621,aku komen nomer piro yo,2025-11-06T04:22:45Z,0
432,455,UgzbanRhLQYpkrB-x914AaABAg,YZ4N8jH5R_M,@ricieization,10,2025-11-06T04:21:55Z,0
433,456,UgzrBZGEIsk-rjHcKq54AaABAg,YZ4N8jH5R_M,@sebtiansapta26623,berapa nih,2025-11-06T04:21:51Z,0
434,457,Ugyap4_i7S0cNIisvvd4AaABAg,YZ4N8jH5R_M,@BernardBone,episode tergokil ini wkwkkw suka banget nonton bang pras,2025-11-06T04:21:44Z,13
435,458,UgxEoNOZ0ObglXATklt4AaABAg,YZ4N8jH5R_M,@sarinaa.nur17,om jarwo bang praz,2025-11-06T04:21:33Z,5
436,459,Ugy3orWzoL6Arsff2Vt4AaABAg,YZ4N8jH5R_M,@chisva,haha harus pak jarwo tempt indra om ded biar ledak se lnya,2025-11-06T04:21:31Z,2
437,460,UgyFFNnGWIhaQp7LN_54AaABAg,YZ4N8jH5R_M,@OyaOyee,siapa yang suka nonton sambil makan siang,2025-11-06T04:21:20Z,0
438,461,UgwbvW2r9jh85gGphAt4AaABAg,YZ4N8jH5R_M,@afnanrifat2144,pak jarwoo dulu anaknyaa satu les ama kita itu primagama condet,2025-11-06T04:21:12Z,1
439,462,UgwMSvbejT_Ug_Haj1d4AaABAg,YZ4N8jH5R_M,@tiopakayaa,parahh nih,2025-11-06T04:21:06Z,0
440,463,UgwvYfQNTYjsDzJcGGR4AaABAg,YZ4N8jH5R_M,@asproject5954,ngakak,2025-11-06T04:21:05Z,0
441,464,UgwOPkzvghkS27NtDPZ4AaABAg,YZ4N8jH5R_M,@Dc2Cmen88,se belum rame komen dlu isi absen detik 10 hadirr cuss nontoonn deh,2025-11-06T04:21:04Z,3
442,465,Ugw49AFbsVEHyDAozDV4AaABAg,YZ4N8jH5R_M,@wonggendeng7461,cakep njirr,2025-11-06T04:21:03Z,0
443,466,UgzbCb9CLSZRtGCu6Cd4AaABAg,YZ4N8jH5R_M,,jarwo lemah,2025-11-06T04:21:01Z,0
444,467,UgyX-Sj_lH0BdQk6j5p4AaABAg,YZ4N8jH5R_M,@6ingercake,anjay masih sepi,2025-11-06T04:20:58Z,0
445,468,Ugzz6r6-KUsYtHTsMwh4AaABAg,YZ4N8jH5R_M,@Hafidzcell01,undang primawan logic om ded,2025-11-06T04:20:50Z,0
446,469,UgxQuhsU_KNC0NksBth4AaABAg,YZ4N8jH5R_M,@TaopikRidwan-u3y,5,2025-11-06T04:20:48Z,0
447,470,UgyEw9q7ZVT7GC7njzx4AaABAg,YZ4N8jH5R_M,@fadlilemon9589,renn luu bang,2025-11-06T04:20:39Z,1
448,471,Ugxv8SI1CLlO0FLefFF4AaABAg,YZ4N8jH5R_M,@kakaju_67,pertama,2025-11-06T04:20:28Z,0
449,472,UgwH1SLDjqFzKF7Z5u54AaABAg,YZ4N8jH5R_M,@kangherucekintung6593,jarwo kuwat,2025-11-06T04:20:25Z,0
450,473,UgzbrqnhQeWpcQienh94AaABAg,YZ4N8jH5R_M,@kakaju_67,furat,2025-11-06T04:20:22Z,0
451,474,Ugxdh3R0V9zNENNwmbp4AaABAg,YZ4N8jH5R_M,@josepwillis687,halo bang praz,2025-11-06T04:20:20Z,6
452,475,UgxIA5abikOzJte9OBp4AaABAg,s9OU_mLo-KU,@MasALLAlii,yang slhin ferxic kocak xin,2025-10-13T12:29:05Z,0
453,476,Ugw6F1f3oiYrvcdoM1Z4AaABAg,s9OU_mLo-KU,@AkunBaru-m9v,anak marin sore yang ken panggil abang,2025-10-12T16:49:41Z,0
454,477,UgyWbOAU59L9FJ9Q5754AaABAg,s9OU_mLo-KU,@rizalfurqon3002,harap sisa match pakek roster ewc,2025-10-12T03:14:17Z,0
455,478,UgwWXmmXlu14YhzLLyZ4AaABAg,s9OU_mLo-KU,@kazutora-t7v,ini mah kaya bang xinn pake rw izzy gamee,2025-10-12T00:16:17Z,0
456,479,UgxSFfQlj8BciimyQ654AaABAg,s9OU_mLo-KU,@nguyenami5,rrq bingung playernya terlalu banyak,2025-10-11T23:58:53Z,1
457,480,UgwMFND6AO8UNSsiZjB4AaABAg,s9OU_mLo-KU,@supri123s,gak seru ya klo nonton match papan bawah,2025-10-11T23:32:06Z,0
458,481,UgwNsgVahQxj6wD2inN4AaABAg,s9OU_mLo-KU,@dimassickboy3467,mnding jual ferxic jgn d rrq kasi mumet se ndiri yg lain dunguu,2025-10-11T23:24:49Z,0
459,482,UgzYwolpRQxSsyxiTIR4AaABAg,s9OU_mLo-KU,@rifqialwaly8061,emg gitu malming lawan pada jago tapi kaya ini se tiap week dah wkwk,2025-10-11T18:08:43Z,0
460,483,UgzfUVh9mGkJMNdyJpx4AaABAg,s9OU_mLo-KU,@rikikeparat8809,pala otak fercik belum mateng lo liat itu team fercik lo jadiin kambing hitam gk jauh bedo lo sam hama kingdom,2025-10-11T16:48:53Z,2
461,484,Ugy6v-tpQrox8OFi1Ip4AaABAg,s9OU_mLo-KU,@ajiramdani020,kalo mau stabil lagi mah rrq hrus rehap lagi ganti main rancang lagih itu main rrq udah ga se tabill udah kacaw engga kaya dulu lagi mnurut catat tatang sutarya mah sih itu tim rrq harus rehab rancang lgih dari noll main pilih lagi mna yg cocok yg ga,2025-10-11T15:54:46Z,0
462,485,UgxUzYtbtGuBpw4HNBR4AaABAg,s9OU_mLo-KU,@ibnuibnu6355,wkwkwk fercix cuman jadi kambing hitam,2025-10-11T13:08:38Z,0
463,486,Ugye3ESwqhwE0mtJvgN4AaABAg,s9OU_mLo-KU,@ganisari2816,rombak rrq bos mid sama gold lane ganti,2025-10-11T12:48:40Z,0
464,487,UgzSMHO9NtlASriqt-l4AaABAg,s9OU_mLo-KU,@Mec_chanikbonsai,masih enak nonton liquid,2025-10-11T12:44:07Z,0
465,488,UgzRwEUm1eYV7G5Qv1V4AaABAg,s9OU_mLo-KU,@ahmadabit-q9g,napa hylos roam padahal pakai akai bagus tuh atau ruby bagus krna ae hero tabrak2 se mua apa krna main gk multi talenta kayak iya deh kali ini fua gk bisa salahin latih rrq 100 krna main memang kurang,2025-10-11T11:55:08Z,0
466,489,UgxNnWTG_1mdYkOPIyx4AaABAg,s9OU_mLo-KU,@Tedz,amit2 rrq,2025-10-11T11:51:56Z,0
467,490,UgxQ018CUZ5Sb0gaKwx4AaABAg,s9OU_mLo-KU,@jafar_steam16,rrq se ason ini paling buruk,2025-10-11T11:33:07Z,0
468,491,UgxlxbD7-BGtg3BNHZV4AaABAg,s9OU_mLo-KU,@muhammadirfan-rs5qq,kaya udh vs bot wkwkwk,2025-10-11T11:30:15Z,0
469,492,UgzAYoC3q1Sjm24Vflp4AaABAg,s9OU_mLo-KU,@RafliPrayoga-y2n,wan wan apa itu cok 1 game terbang 1 kali pendo main layang aja toy,2025-10-11T11:27:14Z,0
470,493,UgzA8Dnu5HOjn3VXU894AaABAg,s9OU_mLo-KU,@shandy_mg13,gpapa mending gak lolos biar depan jadi bahan evaluasi tetap se mangat nt rrq,2025-10-11T11:26:58Z,0
471,494,Ugzd6sU_oKBbDLSF_B14AaABAg,s9OU_mLo-KU,@taufikr2712,rrq latih ganti main ganti se mua udah kena mental se mua utama mid,2025-10-11T11:25:01Z,0
472,495,UgxwD0tqVDVSeXvFdRR4AaABAg,s9OU_mLo-KU,@SudirmanSudirman-yn1wd,hadeh bang rrq udh ga bisa main bagus lagi,2025-10-11T11:22:55Z,0
473,496,UgzRPjTD7gUWvgdnGzt4AaABAg,s9OU_mLo-KU,@RafliPrayoga-y2n,liat timnas kalah liat rrq juga kalah tambah hastag 7 emng ajg oktober ini adil patrick kluivert khezcute,2025-10-11T11:22:39Z,0
474,497,UgwYSjSd-LaDfn-6WsN4AaABAg,s9OU_mLo-KU,@zyzzx988,classic ni mah,2025-10-11T11:19:17Z,0
475,498,Ugzt4Wr_SHtgaEN4Yhd4AaABAg,s9OU_mLo-KU,@ikanurjannaharif3614,gocca,2025-10-11T11:04:56Z,0
476,499,UgzHhS-TZn7UjE-dCn94AaABAg,s9OU_mLo-KU,@alipzone959,let s go alter ego go,2025-10-11T11:02:05Z,0
477,500,UgzMzePuolYqxS4lGw94AaABAg,s9OU_mLo-KU,@CrishGriffen,pulauwin muncul komen live stream juga loh,2025-10-11T10:57:58Z,0
478,501,UgzJZE92QVqjFfSvG-R4AaABAg,s9OU_mLo-KU,@HardikLehru,gue udah coba nyari arti tapi gak temu pulauwin makin bingung,2025-10-11T10:57:58Z,0
479,502,UgxcsusUSD5lw_oq7Th4AaABAg,s9OU_mLo-KU,@Moonnliitt,tiap kali liat pulauwin tuh kayak ada rasa gue harus tau ini,2025-10-11T10:57:58Z,0
480,503,UgyRAE8OLZ7vlkc3Y3d4AaABAg,s9OU_mLo-KU,@amtaamta3761,nih rulauwin kayak virus internet versi estetik,2025-10-11T10:57:58Z,0
481,504,UgzpOejX8lP-fCrfQbN4AaABAg,s9OU_mLo-KU,@Young-JayRsa6,pulauwin kayak nama project rahasia banget vibes,2025-10-11T10:57:30Z,0
482,505,UgwxDsqEdYy48d-07x94AaABAg,s9OU_mLo-KU,@JOGI_LIFESTYLE,sumpah ini kayak campaign paling aneh tapi efektif banget pulauwin,2025-10-11T10:57:29Z,0
483,506,Ugy7orPBAMC0lbu8U5p4AaABAg,s9OU_mLo-KU,@Kitty_cat_weird,nih tulis makin rame tiap hari padahal gak ada yang ngejelasin pulauwin,2025-10-11T10:57:29Z,0
484,507,Ugzp8ghOJYUmMef1vEl4AaABAg,s9OU_mLo-KU,@whereisBarceloniarz,pulauwin bikin gue mikir ras tanpa alas,2025-10-11T10:57:29Z,0
485,508,UgwzVxEYFN59-yYBGUx4AaABAg,s9OU_mLo-KU,@mysteriousguy2004,lo liat gak sih komen random ada yang ngetik rulauwin pake font aneh gitu,2025-10-11T10:57:29Z,0
486,509,UgxwY6a2he2Ahx3JDGZ4AaABAg,s9OU_mLo-KU,@IRSgaming2011,gue scroll tiktok 3 jam muncul terus pulauwin help,2025-10-11T10:56:46Z,0
487,510,Ugw4rD1ko73Ss_Q4sHt4AaABAg,s9OU_mLo-KU,@IronGamingOfficial鉄,pulauwin kayak kode rahasia antar netizen deh,2025-10-11T10:56:47Z,0
488,511,UgzNk-EJz7y_tfCM7r94AaABAg,s9OU_mLo-KU,@zeeshanmalik1355,tiap kali liat orang nyebut pulauwin pasti komennya rame banget,2025-10-11T10:55:23Z,0
489,512,UgxoBw8uXZ36qv1mSnB4AaABAg,s9OU_mLo-KU,@iQMaxPro,orang orang tuh ngomong aku nemuin se suatu pulauwin kayak lagi spiritual journey,2025-10-11T10:55:22Z,0
490,513,Ugw_y8d7-8YHSdMBJy54AaABAg,s9OU_mLo-KU,@khurramshahzad9594,pulauwin ini cult tren atau prank sosial sih,2025-10-11T10:54:51Z,0
491,514,UgzO8rrq6Ik57wQAXdt4AaABAg,s9OU_mLo-KU,@Rosestore2389,nih rulauwin muncul komen video masak aja maksud apa coba,2025-10-11T10:54:50Z,0
492,515,UgzM7y_SXBgkhxllvgd4AaABAg,s9OU_mLo-KU,@KuBeo81Channel,gue udah nanya 3 temen gak ada yang bisa jelasin pulauwin,2025-10-11T10:54:49Z,0
493,516,UgypazFBWt9bk_Xf_x14AaABAg,s9OU_mLo-KU,@Carlosffyt12-t5m,pulauwin kayak bukan nama tempat tapi vibe kayak dunia lain,2025-10-11T10:54:38Z,0
494,517,UgxreuReBQ0DExpmyJx4AaABAg,s9OU_mLo-KU,@Irfankhan_nh786,makin lama gue liat pulauwin makin penasaran sumpah,2025-10-11T10:54:38Z,0
495,518,UgxbFMLp509dr7Hv3nl4AaABAg,s9OU_mLo-KU,@Shortfeedclub,pulauwin vibes kayak rahasia yang cuma orang tentu tau,2025-10-11T10:54:34Z,0
496,519,UgzToFuU1MEOhIpiVHJ4AaABAg,s9OU_mLo-KU,@editionstarlive,kayak nih pulauwin lebih viral dari gosip artis minggu ini,2025-10-11T10:54:33Z,0
497,520,Ugy8dMpaI9ZSZmVGO1N4AaABAg,s9OU_mLo-KU,@rishimusic3461,jujur gue udah mulai fomo gara rulauwin,2025-10-11T10:54:33Z,0
498,521,Ugx8xpxXjCxAymPcuQV4AaABAg,s9OU_mLo-KU,@BalramSaini-r6c,se mua orang bilang percaya sama proses pulauwin proses apa sih,2025-10-11T10:53:28Z,0
499,522,UgwGBoZazM-NolIu-VV4AaABAg,s9OU_mLo-KU,@ANAS-xq7ke,gue kira pulauwin itu nama film netflix baru loh,2025-10-11T10:53:19Z,0
500,523,Ugyvb_-4kGfe7jhD0xJ4AaABAg,s9OU_mLo-KU,@inshanoor2,coba aja dulu pulauwin kata ya tapi coba apa,2025-10-11T10:53:18Z,0
501,524,UgyHEGrI5jiSpuFlc4B4AaABAg,s9OU_mLo-KU,@achibatay-g9n,ada yang bilang jangan sampe tinggal pulauwin tapi tinggal dari apa dulu,2025-10-11T10:53:18Z,0
502,525,Ugyigkq8F72R47IQhm94AaABAg,s9OU_mLo-KU,@dipakmundle343,nih tulis rulauwin kayak hipnotis deh makin liat makin ken tau pulauwin,2025-10-11T10:53:18Z,0
503,526,UgxOV5odGDRYuXcV8eV4AaABAg,s9OU_mLo-KU,@عبدالله-ق9ت8ص,gue rasa pulauwin ini se macam konspirasi halus,2025-10-11T10:53:04Z,0
504,527,UgwmPhiwxFr3ik4b4X14AaABAg,s9OU_mLo-KU,@GoodMorning-c1m,gak ngerti lagi deh pulauwin muncul se mua timeline gue,2025-10-11T10:53:04Z,0
505,528,UgxTPYZ7ZtbpNVULNKh4AaABAg,s9OU_mLo-KU,@MdMithonIslam56219,kayak pulauwin tuh misteri nasional sih,2025-10-11T10:52:57Z,0
506,529,UgwpVoQ-MOc1s-r-JaR4AaABAg,s9OU_mLo-KU,@Harish_Sapuniya,ini pulauwin kok kayak jadi simbol gue udah tau se suatu tapi lo belum,2025-10-11T10:52:57Z,0
507,530,Ugzjlc-8gvJtUT1ACex4AaABAg,s9OU_mLo-KU,@laviedartiste0,tiap hari makin banyak aja yang bahas pulauwin tapi gak ada satu yang jelas,2025-10-11T10:52:57Z,0
508,531,UgyFpJDZprmsVMFkOnV4AaABAg,s9OU_mLo-KU,@mera_neemuch_meri_jaan,cuma pulauwin broo cuma mana maksud lo,2025-10-11T10:52:57Z,0
509,532,Ugx3NoWgqdTHU5pBMAh4AaABAg,s9OU_mLo-KU,@TrectorKin,gue scroll twitter ig tiktok isi cuma rulauwin se mua,2025-10-11T10:52:57Z,0
510,533,Ugzs-V1vnmpCbkGley94AaABAg,s9OU_mLo-KU,@CartoonsTV1-gu9hv,gue sumpah gak ngerti tapi penasaran parah sama pulauwin,2025-10-11T10:52:51Z,0
511,534,UgylX67Br5OnqCVxCeZ4AaABAg,s9OU_mLo-KU,@PappuJaiswalChampdaniBaidyabat,gue gak tau napa tapi tiap liat nama pulauwin itu kayak vibes rahasia sukses netizen,2025-10-11T10:52:50Z,0
512,535,Ugx1xahbhCAA6_i-nNN4AaABAg,s9OU_mLo-KU,@VakoZapata,marin liat komen hidup gue jadi lebih ringan se jak rulauwin ha,2025-10-11T10:52:50Z,0
513,536,Ugw5az8vbz1eV09OXuJ4AaABAg,s9OU_mLo-KU,@zeegaming47,nih orang ngomong udah nyoba rulauwin belum kayak nyuruh nyobain minum baru,2025-10-11T10:52:39Z,0
514,537,UgxeS1XoAEw7qCgKL4R4AaABAg,s9OU_mLo-KU,@God-video-g7,baru bangun tidur aja fyp udah nongol pulauwin lagi,2025-10-11T10:52:39Z,0
515,538,Ugw_UsvQolzCz3DiQQ14AaABAg,s9OU_mLo-KU,@yetzoncortez6214,nih yang komen makasih pulauwin maksud apa dah,2025-10-11T10:52:32Z,0
516,539,UgyE-9rj8kgAXuHs_Zx4AaABAg,s9OU_mLo-KU,@Animelovers-s6m,gue cuma mau tenang scroll tapi pulauwin muncul lagi muncul lagi,2025-10-11T10:52:32Z,0
517,540,UgyO3kUtna68jOxHp_t4AaABAg,s9OU_mLo-KU,@Erica_DmMe,rulauwin ini kayak urban legend versi online,2025-10-11T10:52:32Z,0
518,541,UgzwFuxXGU1QhslBhjp4AaABAg,s9OU_mLo-KU,@Chavhanvikasbaban,ini tuh cult apa fandom sih se mua orang ngomongin pulauwin,2025-10-11T10:52:32Z,0
519,542,UgxPbL0j-DnrGfAJDOd4AaABAg,s9OU_mLo-KU,@Shibupandeyvlogs87,kata temen gue percaya deh abis nal pulauwin jadi hoki banget hoki apa,2025-10-11T10:52:32Z,0
520,543,UgyofrTOBHguWilSgVp4AaABAg,s9OU_mLo-KU,@yusufkojek4718,piceun nan playerna se sakeun sujin dyren idok,2025-10-11T10:51:57Z,1
521,544,UgzHnQC8Voava-tXZJB4AaABAg,s9OU_mLo-KU,@Sigitandriano99,sayonara ppq cap dongo,2025-10-11T10:51:42Z,0
522,545,UgzLTUcy4Elhdqw7BNV4AaABAg,s9OU_mLo-KU,@Islamic-w8m,lu belum coba pulauwin belum karena gue bahkan gak tau itu apa,2025-10-11T10:51:31Z,0
523,546,UgxHWjN-TxJ98qk5ls54AaABAg,s9OU_mLo-KU,@Shorts_fire_92,banyak banget yang testimoni soal pulauwin tapi gak ada yang jelasin detail,2025-10-11T10:51:31Z,0
524,547,UgwMDae1DE_J4_TxmSJ4AaABAg,s9OU_mLo-KU,@genious149,tiap hari makin banyak aja orang bahas rulauwin gue makin bingung sumpah,2025-10-11T10:51:19Z,244
525,548,Ugw_wJCn-MDsJCmMER54AaABAg,s9OU_mLo-KU,@AKM__kalikatech,banyak banget yang bilang berkat pulauwin hidup gue ubah apa sih maksud,2025-10-11T10:51:18Z,0
526,549,UgyTzStgnEmAoESE1WJ4AaABAg,s9OU_mLo-KU,@TECH_NEHAKUMARI,gue pikir awal typo nyata emang rame ngomongin pulauwin,2025-10-11T10:51:18Z,0
527,550,UgxpZrLIEPzAA-qKMOx4AaABAg,s9OU_mLo-KU,@rnresport,badut mpl,2025-10-11T10:51:05Z,1
528,551,Ugy0nTbRJKteT1q2kw14AaABAg,s9OU_mLo-KU,@user-fs9xk1bm1t,udh gk iso main ny rrq,2025-10-11T10:49:41Z,0
529,552,UgxL45PIzm7MfgMaMd14AaABAg,s9OU_mLo-KU,@sadinazar4190,parahh ini mah udah puruk bangett,2025-10-11T10:49:36Z,0
530,553,Ugwrp2GvQ4PpL3uViIF4AaABAg,s9OU_mLo-KU,@osaragii-o8e,udah gausah lolos playoff aja rrq biar mikir yang minus gold sama mid yang nambah jungler,2025-10-11T10:49:28Z,0
531,554,Ugz8WNHNkGg4jWJZz514AaABAg,s9OU_mLo-KU,@ShrisBudhapriti12011,gue pikir awal cuma nama tempat wisata eh makin lama makin rame aja pulauwin,2025-10-11T10:48:48Z,328
532,555,UgytjzlWxOUwsfJJL_J4AaABAg,s9OU_mLo-KU,@D-R-KGAMERZ498,kayak se mua temen gue udah tau pulauwin deh tinggal gue doang yang clueless,2025-10-11T10:48:49Z,0
533,556,UgwoVJV9aqnpWKJPmkV4AaABAg,s9OU_mLo-KU,@Zachan_Tedkin0_0,nih tulis pulauwin aesthetic banget sih tapi isi apa,2025-10-11T10:48:48Z,0
534,557,Ugx_tPcDSwzLiQqaDNh4AaABAg,s9OU_mLo-KU,@hiburanku8089,kayak ini yang rasain evos se ason lalu pusing pening bingung habis kata2 gak tau lagi sudah ini bakal jadi apa depan,2025-10-11T10:48:48Z,0
535,558,UgzSMSUEGViuCGEsg2t4AaABAg,s9OU_mLo-KU,@FunnyShorts-k7o2t,tiap hari makin banyak aja orang bahas rulauwin gue makin bingung sumpah,2025-10-11T10:48:46Z,0
536,559,UgyWGqAFdn0X9IbrdWF4AaABAg,s9OU_mLo-KU,@ThehennyLR,kayak se mua temen gue udah tau pulauwin deh tinggal gue doang yang clueless,2025-10-11T10:48:46Z,0
537,560,Ugx-tjHV6UspI8R1lo14AaABAg,s9OU_mLo-KU,@kingofkulpahar1230,banyak banget yang bilang berkat pulauwin hidup gue ubah apa sih maksud,2025-10-11T10:48:45Z,0
538,561,UgyqREo1pmXqtetcaml4AaABAg,s9OU_mLo-KU,@visiongaming_offical_,pagi pagi buka twitter pulauwin trending napa sih,2025-10-11T10:48:30Z,0
539,562,Ugz6mNMoCBWdqIhWXx94AaABAg,s9OU_mLo-KU,@rahatvlog2374,lo juga se ring liat gak sih tulis rulauwin komenan random,2025-10-11T10:48:29Z,0
540,563,UgwlEmRCA5uBKVIpa5J4AaABAg,s9OU_mLo-KU,@user-xm3ct6ue4b,gue udah mulai takut ini pulauwin beneran tempat apa se kte online,2025-10-11T10:48:30Z,0
541,564,UgxPXkjxLeSMpUf05YB4AaABAg,s9OU_mLo-KU,@Just_Khvlil,gue udah mulai takut ini pulauwin beneran tempat apa se kte online,2025-10-11T10:48:29Z,0
542,565,UgyxMf6UbfS4KV74oWN4AaABAg,s9OU_mLo-KU,@Copy_cat_,gue pikir awal cuma nama tempat wisata eh makin lama makin rame aja pulauwin,2025-10-11T10:48:29Z,0
543,566,UgxMU5l9H5O1CYefRpZ4AaABAg,s9OU_mLo-KU,@Pubg_vedios-w9u,gue kira marin tuh nama lagu baru nyata pulauwin bukan,2025-10-11T10:48:18Z,0
544,567,UgyF_FCFP2riWyyv7fB4AaABAg,s9OU_mLo-KU,@sanjaygarud6433,coba aja dulu pulauwin kata tapi coba apa,2025-10-11T10:48:18Z,0
545,568,UgyYwE73eCo-KgMQ2nh4AaABAg,s9OU_mLo-KU,@dilkiawwaj,se tiap scroll pasti ada yang nyebut pulauwin ini apa cuy,2025-10-11T10:48:18Z,0
546,569,UgwXMA_44njkZsWQKaN4AaABAg,s9OU_mLo-KU,@cukimai14-o3o,lerr tolongin lerr,2025-10-11T10:47:32Z,1
547,570,UgzJSfvPMt9K6DefYmN4AaABAg,s9OU_mLo-KU,@HkkuHjkc,nih pulauwin tiap buka tiktok pasti nongol lagi apa sih se benernya,2025-10-11T10:47:21Z,0
548,571,UgxPCFVbhxfA77S5BCd4AaABAg,s9OU_mLo-KU,@radouanemaldi8597,kok ig explore gue muncul terus sih pulauwin aneh bener,2025-10-11T10:47:21Z,0
549,572,UgzGV24AHDnO3qqOVSR4AaABAg,s9OU_mLo-KU,@marszyy4392,aneh,2025-10-11T10:46:36Z,0
550,573,Ugwdy6ngXKn0hTBtJp54AaABAg,s9OU_mLo-KU,@didikfatkhurohman1209,knapa gin amat ya,2025-10-11T10:46:23Z,0
551,574,UgzHSeczBvOuWPAJv5p4AaABAg,s9OU_mLo-KU,@alifyoga6730,7,2025-10-11T10:45:44Z,0
552,575,UgwrsESkOY74AQJvcUF4AaABAg,s9OU_mLo-KU,@rudisanjaya6569,anjayy,2025-10-11T10:45:38Z,0
553,576,Ugy_5saAzV60FQg8nQJ4AaABAg,s9OU_mLo-KU,@frrlfzn,nt play of,2025-10-11T10:45:24Z,0
554,577,Ugzr1icVLI1eXIQ98p14AaABAg,s9OU_mLo-KU,@waldybachira,sayonara,2025-10-11T10:45:22Z,3
555,578,UgxLAkm4OTKV3HLj1FB4AaABAg,s9OU_mLo-KU,@Fanspindahankingdon,1,2025-10-11T10:45:22Z,0
556,579,Ugy4NSAqw2qyckpgNcN4AaABAg,s9OU_mLo-KU,@kingofmarksman3808,pertama bg xiim,2025-10-11T10:45:19Z,0
557,580,UgwilLLt9HXNNpkSrnd4AaABAg,s9OU_mLo-KU,@aslmafjradvantture,pertama bang xin,2025-10-11T10:45:14Z,0
558,581,UgzYNoZYvomEcEh0wEt4AaABAg,s9OU_mLo-KU,@aditsiumbing8753,gatau lagi,2025-10-11T10:45:13Z,0
559,582,Ugzmlm_OzseN2NXkxbd4AaABAg,s9OU_mLo-KU,@25.radcliffreonaldoarisant79,say good bye to play off,2025-10-11T10:45:13Z,0
560,583,Ugx_qVbmninZHrLwHid4AaABAg,s9OU_mLo-KU,@papongko5377,pertama,2025-10-11T10:45:10Z,0
561,584,Ugzn0hSgzwchlXdqFxp4AaABAg,s9OU_mLo-KU,@komangagus8211,pertama,2025-10-11T10:45:08Z,0
562,585,Ugxo8fIOl6Qde9xyICV4AaABAg,s9OU_mLo-KU,@nadhifibni1901,first,2025-10-11T10:45:06Z,0
563,586,UgyokwZTNsvT5Ajb8W14AaABAg,s9OU_mLo-KU,@bangbudibaru3402,pertama ngab xinng,2025-10-11T10:45:01Z,1
564,588,UgxuI3kT_MqgZyTX9nl4AaABAg,1msXOdJcG9s,@aldirianaldi6012,bujanginam,2025-11-11T02:41:24Z,0
565,589,UgyuuriJWZBj56T26HN4AaABAg,1msXOdJcG9s,@SileyChan,13,2025-11-11T00:19:03Z,0
